sentence,log,label
"研修会終了後に,受講者計253名を対象として選択式および自由記述式の項目からなるアンケート調査を実施し,回答の得られた213名(解析率84.2%)のアンケートの自由記述で用いられた語句が,どのような関係で使用されているのかを視覚的に捉えるために,KHCoderを用いて共起ネットワーク分析を行った.自由記述は,化学構造式研修会の内容で「理解できたこと」および「理解できなかったこと」に関してそれぞれ回答させた7).茶筌を用いた形態素解析により得られた抽出語(表2)についてそれぞれ共起ネットワーク分析を行い,出現回数の多い抽出語ほど大きい円で描画するバブルプロットで描画した(図2)",共起ネットワーク(バブルプロット=on),1
"また対応分析および共起ネットワークにおいても,語の最小出現回数は7回以上とした.",共起ネットワーク(語の最小出現数=7),1
"次に,学生及び現職保育者による記述の全体的傾向を把握するため「共起ネットワーク」の検討を行った。図1には,群(学生,現職保育者)を見出しとして含めた共起ネットワークを示した(表示語数59語(入力語数62語),表示共起関係90(入力共起関係119),Jaccard係数.123以上)。","共起ネットワーク(描画する共起関係の選択=Jaccard, 係数=.123)",1
共起ネットワーク図は、描写する共起関係(edge)の選択をJaccard係数とし、描写数は上位60とした。また、強い共起関係ほど濃い線で描写し、出現回数の多い語句ほど大きい円で描写するバブルプロット(バブルの大きさ70%)で描写した。,"共起ネットワーク(描画する共起関係の選択=Jaccard係数, 上位=60, 強い共起関係ほど濃い線に=on, バブルプロット=on, バブルの大きさ=70)",1
"さらに,その理由を自由記述として回答してもらい,KHCoder(http://khcoder.net/)による共起ネットワークにて可視化した。",共起ネットワーク(),1
抽出語間の関連性を探求するために、表2・表3に示した出現回数5以上の抽出語を利用した抽出語間の共起ネットワークを用いて、抽出語間の関連を分析した。,共起ネットワーク(語の最小出現数=5),1
緊急事態宣言後の影響についての自由記述について。KHCoderを用いて、多変量解析を行った。,共起ネットワーク(),1
"本研究では抽出語同士の関係を明らかにし,一定の意味・まとまりを抽出するため,頻出語(出現回数35回以上)による共起ネットワーク分析を行った。",共起ネットワーク(語の最小出現数=35),1
図1に関連職種連携実習を終えた看護学生の学びの共起ネットワーク全体を有向グラフで示す.,共起ネットワーク(),1
"図1には,群(1年生から4年生)を見出しとして含めた共起ネットワークを示した(表示語数61語(入力語数91語),表示共起関係90(入力共起関係330),Jaccard係数.20以上)。共起ネットワークでは,布置された位置よりも,線で結ばれているかどうかに意味があり,線が太いほど共起の関係は強い。","共起ネットワーク(描画する共起関係の選択=Jaccard係数, 係数=.20, 上位=90, 強い共起関係ほど濃い線に=on)",1
"共起ネットワークでは,円の大きさは単語の出現回数の多さ,線の濃さは単語同士の繋がりの強さを表している.今回は,共起係数の算出にJaccard係数を使用し,抽出語の最小出現回数を10,描画する共起関係の絞り込みを描画数60に設定している.","共起ネットワーク(語の最小出現数=10, 描画する共起関係の選択=Jaccard係数, 上位=60, 強い共起関係ほど濃い線に=on, バブルプロット=on)",1
"共起ネットワーク図の作成には,それぞれ出現回数3回以上の言葉に対してJaccard係数0.2以上とした。","共起ネットワーク(語の最小出現数=3, 描画する共起関係の選択=Jaccard係数, 係数=0.2)",1
"KHCoderを用いた計量テキスト分析(概要)(2)自由記述アンケートQ1,Q2の抽出語出現回数(上位20語抜粋)ここでは,上記抽出語を中心に共起ネットワークで分析し,さらに,KHCoderのKWICコンコーダンスのコマンドを用い,抽出語の上位が前後でつながっている教職員の記述部分を,原文をもとに抜粋した(原文の下線は上位の抽出語)。",共起ネットワーク(上位=20),1
最後に、抽出語間の共起性を分析することができる「共起ネットワーク」から分析する。その分析結果が図3である。,共起ネットワーク(),1
6はその自由記述を、テキストマイニングソフトウエアであるKHCoderで簡易的に解析して作成した共起ネットワーク(分析対象者30人)である。,共起ネットワーク(),1
フェーズと単語の共起関係を表す指標としてJaccard係数を用いた。Jaccard係数は単語の出現頻度よりも出現の有無を重視する指標であり、抄録のように1つの文書に含まれる単語数が少ない場合の分析に適している(樋口2014)。一般名詞とサ変名詞のうち全体で50回以上出現した143語を対象としてJaccard係数を計算し、上位100ペアについて図示した。計算と図の作成にはKHCoderを用いた。,"共起ネットワーク(語の最小出現数=50, 品詞による語の取捨選択=一般名詞とサ変名詞, 描画する共起関係の選択=Jaccard係数, 上位=100)",1
講演会における介護福祉士養成施設の専任教員の語りをもとに、KHcorderにより描画された共起ネットワークは以下のとおりである(図1)。なお、共起ネットワーク描画における条件は、出現回数が2回以上の語であり、それに該当する78語によって描画されている。,共起ネットワーク(語の最小出現数=2),1
介護の講演会における介護実習指導者の語りをもとに、KHcorderにより自動描画された共起ネットワークは以下のとおりである(図2)。なお、共起ネットワーク描画における条件は、出現回数が2回以上の語であり、それに該当する57語によって描画されている。,共起ネットワーク(語の最小出現数=2),1
介護の講演会における実習生の語りをもとに、KHcorderにより自動描画された共起ネットワークは以下のとおりである(図3)。共起ネットワーク描画における条件は、出現回数が2回以上の語であり、それに該当する85語によって描画されている。,共起ネットワーク(語の最小出現数=2),1
"次に,保育者による記述の全体的傾向を把握するため,出現数10以上を目安に「共起ネットワーク」の検討を行った。共起ネットワークとは,「出現パターンの似通った語,すなわち共起の程度が強い語を線で結んだもの」である(樋口,2013)。Fig.1には,保育経験年数を外部変数として含めた共起ネットワークを示した(表示語数56語,入力語数100語,表示共起関係100,入力共起関係269,Jaccard係数.169以上)。共起ネットワークでは,布置された位置よりも,線で結ばれているかどうかに意味がある。線が太いほど共起の関係は強い。また出現数の多い語ほど大きな円で示されている。","共起ネットワーク(語の最小出現数=10, 描画する共起関係の選択=Jaccard, 上位=100, 係数=.169, 強い共起関係ほど濃い線に=on, バブルプロット=on, 外部変数=保育経験年数)",1
"そこで視覚と聴覚の両者を備えた「視聴覚条件」において,正答者と誤答者が記載した語彙の違いを検討するために,上位50語に関して,正答・誤答者を外部変数として共起ネットワークを作成した(図2).共起ネットワークとは,データにおいて出現パターンが似ている語(すなわち共起の程度が強い語)を線で結んだネットワークを描いた図を作成するものである.強い共起関係ほど太線で,出現数が多い語ほど大きい円で描画されている","共起ネットワーク(上位=50, 強い共起関係ほど濃い線に=on, バブルプロット=on, 外部変数=正答・誤答者)",1
"自由記述の計量テキスト分析には,KHCoderversion3.Alpha.17eを用いて,抽出された語の頻出語と共起ネットワークの分析を行った9,10)。",共起ネットワーク(),1
自由記述の形態素解析から抽出された22518語のうち、15回以上の出現が見られた53種類の語について、セッション回を外部変数としてJaccard係数を利用した共起ネットワークを描画した(Figure1)。,"共起ネットワーク(語の最小出現数=15, 描画する共起関係の選択=Jaccard係数, 外部変数=セッション回)",1
"共起ネットワークでは円の大きさは抽出語の出現回数を示している.線の濃さは抽出語間の関係の強さを示し,濃いほど語句が共通に出現していることを示している.さらに,語句を結ぶ線の近くに表示している数値は共起関係の強さを示すJaccard係数であり,数値が高いほど関係が強い.今回は,一般的にはJaccard係数が0.2以上で強い関連があるとされるが,未来像策定手法を実施し未来像描写を行っているグループは対象人数が少ないことから通常よりも共起関係の値が高めに出るため,Jaccard係数を0.35以上に絞って表示している.","共起ネットワーク(描画する共起関係の選択=Jaccard係数, 係数=0.35, 強い共起関係ほど濃い線に=on, バブルプロット=on)",1
"この「時間」がどのような文脈で用いられたのかを明らかにするため,参加者の共起ネットワークを作成した.共起ネットワークを作成する際には,未来像策定手法を実施したグループは対象人数が少ないため,Jaccard係数を0.30以上に絞って表示した.(図8)","共起ネットワーク(描画する共起関係の選択=Jaccard係数, 係数=0.30)",1
テキストマイニング分析には樋口(2020)を参考にKHCoder(Ver.3.Beta.02f)を使用し、抽出語の共起ネットワーク分析を行った。,共起ネットワーク(),1
記載内容の関連を視覚的に捉えやすいよう、頻出語上位50語で共起ネットワークを作成し分析を行った。本研究ではJaccard係数0.1以上の共起ネットワークを作成した。,"共起ネットワーク(描画する共起関係の選択=Jaccard, 係数=0.1, 上位=50)",1
"なお,共起ネットワークを作成する際には,①タイトルにおいて3回以上用いられていた語で,②Jaccard係数の値が0.15以上の語同士の関係を抽出した。","共起ネットワーク(語の最小出現数=3, 描画する共起関係の選択=Jaccard係数, 係数=0.15)",1
"教師の医療的ケア実施の有無を外部変数とし,描画する共起関係上位50に設定して共起ネットワーク分析を行った(図1)ところ,表示語数は31であった.","共起ネットワーク(上位=50, 外部変数=教師の医療的ケア実施の有無)",1
"2名以上で出現した名詞(「ゼミ」「学生」「授業」「活動」「重要」「必要」を除く)と形容動詞を用いて共起ネットワーク分析を行った.本分析は,出現パターンの似た語同士を線で結び,共起関係の程度を可視化する方法である.図1には,比較的強い共起関係を自動検出し,グループを色分けによって示すサブグラフ検出の結果を示した.","共起ネットワーク(品詞による語の取捨選択=名詞(「ゼミ」「学生」「授業」「活動」「重要」「必要」を除く)・形容動詞, 共起関係の検出方法=サブグラフ検出)",1
"KHCoderによって抽出された17の支援課題を,共起ネットワーク分析によって課題間の関係性(出現パターンの似通った課題)を線で結んだネットワーク図にした(図3).各支援課題を形成するキーワードとその文中での記述例は表4にまとめた.描画する共起関係の絞り込みは上位40に設定し,強い共起関係ほど濃い線になる.","共起ネットワーク(上位=40, 強い共起関係ほど濃い線に=on)",1
"図5は,箇条書き(a)のSOMのクラスター①を構成する箇条書き群が示す共起ネットワークである.",共起ネットワーク(),1
表4に頻出語を、図4に共起ネットワークを示す。,共起ネットワーク(),1
次に、抽出語と抽出語が共に出現する関係性を視覚化する、共起ネットワークを作成した(図11)。,共起ネットワーク(),1
次に、共起ネットワークを作成した(図12)。,共起ネットワーク(),1
"共起ネットワークを図1に示す.本研究では,Jaccard係数が0.18以上になったものを図示することとした.ここでは,共起関係にある語が58語描出された.","共起ネットワーク(描画する共起関係の選択=Jaccard係数, 係数=0.18)",1
この、「あなたが成長を実感するのは、どんなときですか?」と尋ねた自由記述項目について、KHCoderの共起ネットワーク図を作成した。共起ネットワークは、分析対象とするテキスト内でどの語が多く出現していたか、またどの語とどの語がデータ中で結びついていたのかを表現する方法である。出現頻度が高い語ほど、大きな円で素描され、語と語は共起関係にもとづいて線で結ばれるが、語と語の配置の距離は、関連の強さを意味しない。図1は、自由記述で用いられた上位60までの語を用いて描かれ、語の媒介中心性が高いほど、円の色が濃くなっている。媒介中心性は、さまざまなネットワークにおいて他の語どうしの間にあって、それらをつなぐ働きをする語を見出そうとする中心性指標である。,"共起ネットワーク(上位=60, バブルプロット=on, 共起関係の種類=語-語)",1
"第1時の全体交流の発話記録,第2時での事例6の問題を解決するまでの全体交流での発話記録の様相を,KHcoderを用いて図2の共起ネットワークを作成し,その概観を把握した.",共起ネットワーク(),1
分析するにあたり、名詞、サ変名詞、形容動詞、動詞、形容詞、名詞B、名詞Cを抽出した。頻出後を確認し、共起ネットワーク分析を行った。共起ネットワーク分析をするにあたっては、最小出現数を3に設定し、描画数を60とした。最小スパニング・ツリーだけを描画するようにし、強い共起関係ほど濃い線で示した。,"共起ネットワーク(語の最小出現数=3, 上位=60, 品詞による語の取捨選択=名詞、サ変名詞、形容動詞、動詞、形容詞、名詞B、名詞C, 強い共起関係ほど濃い線に=on, 最小スパニングツリーだけを描画=on)",1
次に、課題②の自由記述の原文について計量テキスト分析で解析した。表2に頻出語を、図5に共起ネットワークを示す。,共起ネットワーク(),1
それでは、2020年3月から9月までのそれぞれの月で、どのような共起が見られたのだろうか。以下では、各発行月の共起ネットワークを図示する。,共起ネットワーク(),1
"自由記述は,計量的に分析するテキストマイニングの手法を用いて共起ネットワーク図を描画し,その図の解釈を行った。描画する共起関係の絞り込みはJaccard係数0.2以上に設定した。","共起ネットワーク(描画する共起関係の選択=Jaccard係数, 係数=0.2)",1
"本稿で活用した共起ネットワーク分析とは,調査結果をテキスト化したデータから抽出された語と語の関係性を示すことによりネットワークを可視化したものである(吉見・樋口,2011)。共起関係を示す指標として共起ネットワーク分析ではJaccard係数を使用している。",共起ネットワーク(描画する共起関係の選択=Jaccard係数),1
また、さらに、上位60位までのキーワードを対象に共起分析を行い、共起ネットワークを作成した。共起ネットワークの形成にはKHCoderを用いた。[樋口2021],共起ネットワーク(上位=60),1
"面接調査で得られたデータを基に,計量分析ソフトKHCoderを用いて共起ネットワークを作成した(図3).",共起ネットワーク(),1
"次に,抽出された語の出現パターンから傾向を捉えるため,共起ネットワーク分析を行った。結果を図2に示す。図2では出現頻度が高い語は丸が大きく描画され,共起の程度が強い語,すなわち出現パターンが似通っている語同士が線で結ばれている。また,共起の程度が強いと,より太い線で描画されている。","共起ネットワーク(強い共起関係ほど濃い線に=on, バブルプロット=on, 共起関係の種類=語-語)",1
図-1は共起ネットワークを表す。出現数による単語の取捨選択では最小出現数85に設定し、描画する共起関係の絞り込みでは描画数を60に設定した。,"共起ネットワーク(語の最小出現数=85, 上位=60)",1
"抽出された語がどの語と共に使用されているか(共起しているか)を見るために,KHCoderver.3で共起ネットワークを作成した。最小出現数20,最小文書数10,描画数60とし,また,煩雑さを避けるために,最小スパニング・ツリーだけを描画した。","共起ネットワーク(語の最小出現数=20, 最小文書数=10, 上位=60, 最小スパニングツリーだけを描画=on)",1
共起ネットワーク分析では、最小出現数を5に設定し、描画する共起関係の絞り込みにおいては描画数を60に設定した。,"共起ネットワーク(語の最小出現数=5, 上位=60)",1
"口コミのテキストの語と語の関係を分析するにあたって,3種類のブションの口コミによるサブグラフ検出(モジュラリティ)を用いた「共起ネットワーク」を作成した(図6)7)。","共起ネットワーク(共起関係の検出方法=サブグラフ検出（モジュラリティ）, 共起関係の種類=語-語)",1
"抽出語同士の同時出現度を表した共起ネットワークを図5に示す。色の濃淡はネットワーク分析での中心性の高低を示し(濃いと高く,薄いと低い),円同士をつなぐ線の濃さは共起関係の強さを示す。また,円の大きさは語の出現回数の多さを示す注7)。","共起ネットワーク(強い共起関係ほど濃い線に=on, バブルプロット=on)",1
アダプテーション・ゲーム導入前の記述内容から作成した共起ネットワークを図1に示す.,共起ネットワーク(),1
次に、抽出された語に関する共起ネットワーク分析を行った。頻出語と同様に動詞は除外し、語の最小出現数24、最小文書数1に設定した。この結果、対象となった語の数は59である。,"共起ネットワーク(語の最小出現数=24, 最小文書数=1,  品詞による語の取捨選択=動詞は除外)",1
"この記述をKHcoder3による計量テキスト分析を行い,共起ネットワーク図で客観的に抽出し,関係の強い語同士の関連(線が太い)をみた(図1)。",共起ネットワーク(強い共起関係ほど濃い線に=on),1
また、抽出された頻出語の結びつきを可視化するために、KHcoderを用いた共起ネットワーク分析を行なった。この分析では、単語の出現パターンの類似した語(共起関係が強い語)ほど太い線で、頻出回数の多い語ほど大きな円で描かれる。,"共起ネットワーク(強い共起関係ほど濃い線に=on, バブルプロット=on)",1
次に、出現した単語同士の共起関係をネットワーク図に示した。,共起ネットワーク(),1
次に、記述内容全体をKHCoder17でテキストマイニングし、抽出語の共起ネットワーク図を作成して学習者の振り返り内容の全体的な傾向を調べた。,共起ネットワーク(),1
"「自分」「思う」は文書の文頭・文末表現であるためにこれらを除外し,最大出現数:200,Jaccard係数:.20以上の範囲にある抽出語を対象に共起関係を可視化した。","共起ネットワーク(語の最大出現数=200, 描画する共起関係の選択=Jaccard係数, 係数=.20)",1
外部変数を質問1および質問2のEAP受講を通した効果・困難などに設定し、KHCoderにより出力した結果が図1である。,共起ネットワーク(外部変数=質問１および質問２のEAP受講を通した効果・困難など),1
"図2は,比較的強く互いに結びついているアイテム同志をグループ化するmodularity[15]のサブグラフ検出を適用し,Jaccard係数が0.2以上の共起ネットワークを示したものである(円の大きさは各リスク要因の発生件数を反映).","共起ネットワーク(描画する共起関係の選択=Jaccard係数, 係数=0.2, 共起関係の検出方法= modularity[15]のサブグラフ検出, バブルプロット=on)",1
"日本語,英語それぞれのテキストデータのうち,形態素解析に使用した名詞,形容詞・形容動詞,動詞の100語の共起関係を把握するため,ネットワーク図を作成した(図2,図3)。共起ネットワークとは,出現パターンの似通った語,共起の程度が強い語同士を線で結ぶ描画である。図中のノード(円)の大きさは語の出現頻度の大小を表す。なお,本分析にあたっては,Cosine類似度5)の上位60を描画し,強い共起関係ほど濃い線,標準化された係数が表示されるよう設定を行った。","共起ネットワーク(品詞による語の取捨選択=名詞，形容詞・形容動詞，動詞, 描画する共起関係の選択=Cosine 類似度, 上位=60, 強い共起関係ほど濃い線に=on, バブルプロット=on, 係数=on, 係数を標準化する=on)",1
"議事録の意見交換及びグループワーク発表(以下,グループワーク等)の文字データをKHCoderに読み込ませ,出現した語を抽出し,語と語の関係について共起ネットワーク7)を作成し,抽出語と開催年度,抽出語と開催地域の対応分析8)による解析を行った。共起(語と語が共に出現する)の程度はコサイン係数9)で測定した。","共起ネットワーク(描画する共起関係の選択=コサイン係数, 共起関係の種類=語-語)",1
続いて、オンライン授業と対面授業のそれぞれで共起ネットワークを作成した。(図6、7)。作成する共起関係の絞り込みでは、描画数を20と設定した。,共起ネットワーク(上位=20),1
次に自由回答欄の頻出語同士(最小頻出語は3回)の語句のつながりを確認するため、共起ネットワーク分析を行った(図ー7)。,共起ネットワーク(語の最小出現数=3),1
"語の抽出の結果,抽出された頻出の高い順から20位までの語とその出現回数は,「企業(86)」,「学校(58)」,「開拓(54)」,「情報(46)」,「雇用(45)」,「障害(39)」,「ハローワーク(35)」,「生徒(31)」,「支援(30)」,「機関(25)」,「職場(24)」,「連携(24)」,「進路(20)」,「思う(19)」,「関係(17)」,「担当(17)」,「行う(16)」,「実習(16)」,「地域(16)」,「必要(16)」であった。これらの語の共起ネットワークを作成した(Fig.1)",共起ネットワーク(上位=20),1
記載内容の関連を視覚的に捉えやすいよう、出現語上位50位以上の語による共起ネットワークを作成し分析を行った。語と語のつながりの強さを表すJaccard係数は、出現語50位以上の語を選択した場合に自動で選択されるように設定した。,"共起ネットワーク(上位=50, 描画する共起関係の選択=Jaccard係数)",1
学部の「心理的アセスメント」で各心理検査がどのように取り扱われているのか、その特徴を明らかにするために、シラバスの記載内容から、25回以上出現した語のうち上位60以上の語および心理検査名を選択し、分析を行った。,"共起ネットワーク(語の最小出現数=25, 上位=60)",1
本研究では、まず形態素解析により抽出された語の出現頻度を反復群・非反復群ごとに確認した。次に、各群を外部変数とした共起ネットワークおよびそれぞれの群の共起ネットワークを用いて、抽出語の関連性を確認した。,共起ネットワーク(外部変数=各群),1
"自由記述の内容は,テキストマイニングのフリーソフト,KHCorder317)を使用して,学生の回答した文字データを計量的に行った.また,解釈は,頻出語上位(15位)の語を主なサンプルとして抽出し,共起ネットワーク図に描写された語同士のつながりと照合しながら質的な観点から行った.共起ネットワーク図は,抽出語を用いて出現パターンの類似した語同士が線で結ばれる.円の大きさは出現回数を,リンク(線)の太さと数値(jacquard係数)は,語と語の関連の強さをそれぞれが表す.","共起ネットワーク(描画する共起関係の選択=jaccard係数, 強い共起関係ほど濃い線に=on, バブルプロット=on, 共起関係の種類=語-語)",1
"その後,抽出語と外部変数の共起ネットワーク図の描画を行った。15回以上出現した150語の品詞を用いた結果,Figureに示す共起ネットワーク図が描かれた",共起ネットワーク(語の最小出現数=15),1
"PS2では,GTAの分析に使用したナラティブ・データに対して,KHCoderによる分析も行なった。",共起ネットワーク(),1
余暇外出に関する具体的な「語り」の例を、表6に示す。これらの「語り」の中から名詞・動詞・形容詞を抽出し、計量テキスト分析ソフトウエア(KHCoder3)を用いて、頻出語をカウントした。出現回数が10以上の語彙をリストアップしたものが、表7である。上位には、「散歩」「ウォーキング」「歩く」といった歩行行為のほか、「買い物」「スーパー」といった購買行為(ここでは回答者は余暇として捉えている)に関連する語彙が多く見られる。「近く」も頻繁に出現しており、必需的な外出に付随して手軽な余暇外出が行なわれている様子が伺える。次に、それら頻出語に関する共起ネットワークを描画したものが、図1である。,"共起ネットワーク(語の最小出現数=10, 品詞による語の取捨選択=名詞・動詞・形容詞)",1
まず、分析対象の使用語彙を俯瞰するため、出現頻度の高い60語を抽出し、ネットワーク分析による共起関係を整理した(図1)。,共起ネットワーク(上位=60),1
次に、出現頻度の高い100語を抽出し、企業別に抽出語の共起関係を整理した(図2)。,共起ネットワーク(上位=100),1
共起ネットワークを用いて図式化して分析を行った.,共起ネットワーク(),1
使用方法の詳細は、樋口の著書(樋口、2020)によるが、「前処理」を行い、単語を抽出し、共起ネットワークを分析した。,共起ネットワーク(),1
これらの言葉のつながりを分析するため、自由記述の共起ネットワークを調べた。,共起ネットワーク(),1
共起ネットワーク分析によって、用語間の関連性を図示すことによって、回答者の意図をより的確に把握することを目指す。図1は、この頻出ワードの共起ネットワークを示したものである。,共起ネットワーク(),1
"作成した共起ネットワーク図をFig.12に示す。共起ネットワークとは,語と語のつながり(共起性・関連性)を視覚化した分析手法である。円の大きさは頻度,線の太さは共起性の強さを表す。","共起ネットワーク(強い共起関係ほど濃い線に=on, バブルプロット=on, 共起関係の種類=語-語)",1
図1は、抽出された語のうち3回以上出現する語について、Jaccard係数を用いて共起ネットワークを作成したものである。,"共起ネットワーク(語の最小出現数=3, 描画する共起関係の選択=Jaccard係数)",1
"次に学生の満足度と反応を,満足度アンケートの自由記述で得られた回答を用いKHCoder11)による共起ネットワークから検討した。なお,共起ネットワーク分析にあたっては,最小出現数を3とし,Jaccard係数を用いて描画数を60とした。","共起ネットワーク(語の最小出現数=3, 描画する共起関係の選択=Jaccard, 上位=60)",1
共起ネットワークは、一つ一つの文書で出現する単語(抽出語と呼ぶ)のそれぞれについて、距離(Edge)を計算し、図示することで得られる。このようにして算出された日本国憲法及び各改憲案のテキストに登場する各単語Jaccard係数上位60を取り出しマッピングしたものが[図1][図2][図3][図4]になる。記載してある数値がJaccard係数を示す。,"共起ネットワーク(上位=60, 描画する共起関係の選択=Jaccard係数, 係数を表示=on)",1
共起ネットワークの分析結果では、KHCoderでは7つのグループを提示している(図1)。最小スパンニング・ツリーのみ描画。共起関係上位60語、Jaccard係数による。,"共起ネットワーク(上位=60, 描画する共起関係の選択=Jaccard係数, 最小スパニングツリーだけを描画=on)",1
"調査後,教員の言葉を文章化し,KHCoderを用いて共起ネットワークを作成した(樋口2014,2017).共起ネットワーク作成の際,Jaccard係数が0.2以上の用語で作成した.また,強い共起ほど線で,弱い共起ほど点線で表され,語句の出現回数が多いほど大きな縁で描画されるように設定した.","共起ネットワーク(描画する共起関係の選択=Jaccard係数, 係数=0.2, 強い共起関係ほど濃い線に=on, バブルプロット=on)",1
まず、本公演の感想を尋ねた「5」からみていこう。これを共起ネットワーク図にすると、下の図表1のように可視化された。,共起ネットワーク(),1
"頻出頻度の高かった単語がどのような単語と結びついているかを分析するために共起ネットワークを用いて分析を試みた。共起ネットワークは,出現パターンの似通った語,すなわち共起の程度が強い語が線で結ばれ,それがクラスター(ネットワーク)として示される。",共起ネットワーク(),1
管理職の「教員研修の課題」の自由記述をKHコーダー(樋口2014)を用いて分析した結果が図2-4である,共起ネットワーク(),1
"共起ネットワークは,出現パターンの類似する単語の共起関係がみてとれる.共起ネットワークで結ばれていれば,同じツイート内で使われており,単語間の関連性が強いといえる.また,共起関係の強弱は,Jaccard係数で判断することができる.",共起ネットワーク(描画する共起関係の選択=Jaccard係数),1
"共起ネットワーク分析の際,本研究では共起の程度が強いコードを線で結ぶことで関連性を把握できる「サブグラフ検出」を用いて分析した.共起関係が大きい円ほど出現数が多いことを示す(樋口,2020).さらに,2つの集合間の類似性を表す指標のJaccard係数を用いることで,語と語の関連をかなり正確に示すことができる.Jaccard係数は「0.1以上は関連がある」,「0.2以上は強い関連がある」,「0.3以上はとても強い関連がある」と解釈でき(樋口,2020),本研究でもこれに基づいた.また小孫(2020)を参考に,集計単位は段落,Jaccard係数は0.2以上を採用した.","共起ネットワーク(集計単位=段落, 描画する共起関係の選択=Jaccard, 係数=0.2, 共起関係の検出方法=サブグラフ検出, 共起関係の種類=語-語)",1
感想は、記述した124名分(参加者の95%)の文章について、テキストマイニングソフトKHCoder(樋口2004)を用いて共起ネットワーク分析を行った。共起ネットワークとは、文章中の出現パターンの似通った単語を線で結んだ図であり、互いに比較的強く結びついている部分をグループ化するサブグラフ検出を行った。単語は5回以上出現したものを対象とし、描画する共起関係数は初期設定のままの60とした。,"共起ネットワーク(語の最小出現数=5, 上位=60, 共起関係の検出方法=サブグラフ検出)",1
本講座の教育効果を評価するために、各回の児童の感想(記述した人数分)について、テキストマイニングソフトKHCoder(樋口2004)を用いて共起ネットワーク分析を行った。共起ネットワークとは、文章中の出現パターンの似通った単語を線で結んだ図であり、互いに比較的強く結びついている部分をグループ化するサブグラフ検出を行った。単語は7回以上出現したものを対象とし、描画する共起関係数は初期設定のままの60とした。,"共起ネットワーク(語の最小出現数=7, 上位=60, 共起関係の検出方法=サブグラフ検出)",1
具体的には、自由記述の問い「どのような音楽鑑賞が望ましいか」(大学AB両方)「講義の感想」(大学Aのみ)の2問に対してLMSに書かれた内容をKHcoder3.0にかけ、共起ネットワークを用いて、学生が考えていることの共起回数及び単語の出現頻度をまとめた。分析対象の品詞は、「名詞」「サ変名詞」「形容動詞」「副詞可能」「動詞」「形容詞」「副詞」「名詞C(1文字のもの)」の8種類とした。出現回数は10回以上とし、描画数は60とした。,"共起ネットワーク(語の最小出現数=10, 上位=60, 品詞による語の取捨選択=「名詞」「サ変名詞」「形容動詞」「副詞可能」「動詞」「形容詞」「副詞」「名詞C(1文字のもの)」)",1
【図5】9はKHCoderの「共起ネットワーク」の設定画面にて以下の設定のもとで作成された図である。共起関係の種類:語と語品詞による語の取捨選択:名詞、サ変名詞、形容動詞、形容詞10最小出現数:4最小文書数:1,"共起ネットワーク(語の最小出現数=4, 最小文書数=1, 品詞による語の取捨選択=名詞、サ変名詞、形容動詞、形容詞, 共起関係の種類=語-語)",1
関連語検索でリストアップされた語に基づき、強い共起関係の上位60まで指定し、共起ネットワークを調べた結果が図1、図2である。,共起ネットワーク(上位=60),1
社会活動による報酬の有無および離職意図の高低と、うれしい言葉との関係について検討するために、社会活動を報酬の有無で3つに分類し、高出現頻度の単語60語、最低出現回数3回の使用頻度を対象として、対応分析を行った(図2)。,"対応分析(語の最小出現数=3, 上位=60)",2
出現回数4回以上(出現回数上位58位)の語彙を用いて作成.,"対応分析(語の最小出現数=4, 上位=58)",2
出現回数10回以上(出現回数上位72位)の語彙を用いて作成.,"対応分析(語の最小出現数=10, 上位=72)",2
次に、年度間における記事内容の傾向の違いを見るために、外部変数を記事の発行年度(2016年2020年)とした対応分析の結果が図2である。,対応分析(外部変数=記事の発行年度（2016年～2020 年）),2
そこで、外部変数として「SC を定期的に週 4 時間以上配置している中学校が 8 割未満の自治体」と「8 割 以上の自治体」、そして、行財政能力が備わっており、SC 制度に自治体独自での取り組みが見られ、SC の配置率も高い「指定都市」の三つの見出しを付けて抽出語の対応分析を行い、課題の比較を行った（図 3）。,対応分析(外部変数=「SC を定期的に週 4 時間以上配置している中学校が 8 割未満の自治体」と「8 割 以上の自治体」、そして、行財政能力が備わっており、SC 制度に自治体独自での取り組みが見られ、SC の配置率も高い「指定都市」),2
"所属課程(初等教育,中等教育,特別支援教育)によって,学生のボランティア経験にどのような違いがあるのか検討するために,抽出語と所属課程との対応分析を行った。",対応分析(外部変数=所属課程（初等教育，中等教育，特別支援教育）),2
属性と抽出語の関連性を把握するために、対応分析と共起ネットワークにより分析した。看護師の救急外来経験年数と抽出語の関連を対応分析により確認した(図1)。,対応分析(外部変数=看護師の救急外来経験年数),2
"リカバリーの段階とワーク・エンゲイジメントを外部変数として用いた対応分析の結果が図4,5である.",対応分析(外部変数=リカバリーの段階とワーク・エンゲイジメント),2
"「大津いじめ自殺」の事例に関して,KHCoderを用いてテキストデータから頻出語を特徴語として取り出し,4種の感情語との対応分析を行った。各感情語と特徴語の関係は,図6の通りである。",対応分析(外部変数=4 種の感情語),2
「岩手いじめ自殺」の事例に関してもKHCoderを用いて特徴語と4種の感情語との対応分析を行いその結果を図9に示した。,対応分析(外部変数=4 種の感情語),2
